Sl No.,Easting,Northing,Distance,Elevation,CS No.,
1439,771128.0,2575182.5,184.77,-6.959,18,
1440,771126.4,2575184.0,186.95,-6.689,18,
1441,771124.0,2575186.2,190.19,-6.307,18,
1442,771122.0,2575188.0,192.87,-6.020,18,
1443,771120.0,2575189.8,195.61,-5.665,18,
1444,771117.6,2575192.0,198.80,-5.193,18,
1445,771116.0,2575193.5,201.03,-4.878,18,
1446,771113.3,2575196.0,204.73,-4.367,18,
1447,771112.0,2575197.2,206.45,-4.123,18,
1448,771108.9,2575200.0,210.66,-3.561,18,
1449,771108.0,2575200.8,211.87,-3.389,18,
1450,771104.5,2575204.0,216.58,-2.818,18,
1451,771104.0,2575204.5,217.29,-2.736,18,
1452,771100.1,2575208.0,222.51,-2.203,18,
1453,771100.0,2575208.1,222.71,-2.185,18,
1454,771096.0,2575211.8,228.13,-1.672,18,
1455,771095.8,2575212.0,228.44,-1.648,18,
1456,771092.0,2575215.5,233.55,-1.311,18,
1457,771091.4,2575216.0,234.37,-1.266,18,
1458,771088.0,2575219.1,238.97,-1.101,18,
1459,771087.0,2575220.0,240.29,-1.017,18,
1460,771084.0,2575222.8,244.39,-0.740,18,
1461,771082.7,2575224.0,246.22,-0.676,18,
1462,771080.0,2575226.4,249.81,-0.523,18,
1463,771078.3,2575228.0,252.15,-0.403,18,
1464,771076.0,2575230.1,255.23,-0.232,18,
1465,771073.9,2575232.0,258.08,-0.102,18,
1466,771072.0,2575233.7,260.65,-0.040,18,
1467,771069.5,2575236.0,264.00,0.137,18,
1468,771068.2,2575237.2,265.85,0.269,18,
1469,771252.8,2575045.3,0.00,6.164,19,
1470,771252.0,2575046.0,3.79,6.610,19,
1471,771250.0,2575048.0,7.15,6.859,19,
1472,771248.0,2575049.9,10.05,6.699,19,
1473,771245.9,2575052.0,10.78,4.953,19,
1474,771244.0,2575053.8,12.88,4.063,19,
1475,771241.8,2575056.0,14.72,2.561,19,
1476,771240.0,2575057.7,17.82,1.469,19,
1477,771237.7,2575060.0,21.27,0.500,19,
1478,771236.0,2575061.6,23.45,0.398,19,
1479,771233.5,2575064.0,26.89,-0.595,19,
1480,771232.0,2575065.5,29.03,-1.130,19,
1481,771229.4,2575068.0,32.63,-1.838,19,
1482,771228.0,2575069.4,34.61,-2.362,19,
1483,771225.3,2575072.0,38.36,-3.541,19,
1484,771224.0,2575073.3,40.19,-4.099,19,
1485,771221.2,2575076.0,44.10,-4.696,19,
1486,771220.0,2575077.2,45.77,-5.060,19,
1487,771217.1,2575080.0,49.84,-6.388,19,
1488,771216.0,2575081.1,51.35,-6.589,19,
1489,771213.0,2575084.0,55.58,-7.198,19,
1490,771212.0,2575084.9,56.93,-7.434,19,
1491,771208.9,2575088.0,61.32,-8.263,19,
1492,771208.0,2575088.8,62.51,-8.456,19,
1493,771204.7,2575092.0,67.05,-9.196,19,
1494,771204.0,2575092.7,68.09,-9.435,19,
1495,771200.6,2575096.0,72.79,-10.694,19,
1496,771200.0,2575096.6,73.67,-10.954,19,
1497,771196.5,2575100.0,78.53,-12.451,19,
1498,771196.0,2575100.5,79.25,-12.686,19,
1499,771192.4,2575104.0,84.27,-14.120,19,
1500,771192.0,2575104.4,84.83,-14.241,19,
1501,771188.3,2575108.0,90.00,-15.576,19,
1502,771188.0,2575108.3,90.41,-15.615,19,
1503,771184.2,2575112.0,95.74,-15.520,19,
1504,771184.0,2575112.2,95.99,-15.522,19,
1505,771180.1,2575116.0,101.48,-15.790,19,
1506,771180.0,2575116.1,101.57,-15.792,19,
1507,771176.0,2575120.0,107.15,-15.828,19,
1508,771176.0,2575120.0,107.22,-15.825,19,
1509,771172.0,2575123.8,112.73,-15.723,19,
1510,771171.8,2575124.0,112.95,-15.714,19,
1511,771168.0,2575127.7,118.31,-15.525,19,
1512,771167.7,2575128.0,118.69,-15.481,19,
1513,771164.0,2575131.6,123.88,-14.772,19,
1514,771163.6,2575132.0,124.43,-14.670,19,
1515,771160.0,2575135.5,129.46,-13.456,19,
1516,771159.5,2575136.0,130.17,-13.237,19,
1517,771156.0,2575139.4,135.04,-11.413,19,
1518,771155.4,2575140.0,135.90,-11.158,19,
1519,771152.0,2575143.3,140.62,-9.870,19,
1520,771151.3,2575144.0,141.64,-9.660,19,
1521,771148.0,2575147.2,146.20,-8.997,19,
1522,771147.2,2575148.0,147.38,-8.852,19,
1523,771144.0,2575151.1,151.78,-8.473,19,
1524,771143.0,2575152.0,153.12,-8.378,19,
1525,771140.0,2575155.0,157.36,-8.200,19,
1526,771138.9,2575156.0,158.85,-8.124,19,
1527,771136.0,2575158.9,162.94,-8.057,19,
1528,771134.8,2575160.0,164.59,-8.052,19,
1529,771132.0,2575162.7,168.52,-7.950,19,
1530,771130.7,2575164.0,170.33,-7.892,19,
1531,771128.0,2575166.6,174.10,-7.721,19,
1532,771126.6,2575168.0,176.07,-7.626,19,
1533,771124.0,2575170.5,179.68,-7.360,19,
1534,771122.5,2575172.0,181.80,-7.177,19,
1535,771120.0,2575174.4,185.26,-6.807,19,
1536,771118.4,2575176.0,187.54,-6.524,19,
1537,771116.0,2575178.3,190.84,-6.116,19,
1538,771114.3,2575180.0,193.28,-5.769,19,
1539,771112.0,2575182.2,196.42,-5.241,19,
1540,771110.1,2575184.0,199.02,-4.822,19,
1541,771108.0,2575186.1,202.00,-4.384,19,
1542,771106.0,2575188.0,204.75,-4.054,19,
1543,771104.0,2575190.0,207.58,-3.753,19,
1544,771101.9,2575192.0,210.49,-3.354,19,
1545,771100.0,2575193.9,213.16,-3.049,19,
1546,771097.8,2575196.0,216.23,-2.709,19,
1547,771096.0,2575197.7,218.74,-2.461,19,
1548,771093.7,2575200.0,221.97,-2.193,19,
1549,771092.0,2575201.6,224.32,-1.980,19,
1550,771089.6,2575204.0,227.70,-1.697,19,
1551,771088.0,2575205.5,229.90,-1.530,19,
1552,771085.5,2575208.0,233.44,-1.288,19,
1553,771084.0,2575209.4,235.47,-1.165,19,
1554,771081.3,2575212.0,239.18,-0.942,19,
1555,771080.0,2575213.3,241.05,-0.842,19,
1556,771077.2,2575216.0,244.92,-0.695,19,
1557,771076.0,2575217.2,246.63,-0.652,19,
1558,771073.1,2575220.0,250.65,-0.493,19,
1559,771072.0,2575221.1,252.21,-0.406,19,
1560,771069.0,2575224.0,256.39,-0.191,19,
1561,771068.0,2575225.0,257.79,-0.115,19,
1562,771064.9,2575228.0,262.13,0.028,19,
1563,771064.0,2575228.9,263.37,0.088,19,
1564,771062.4,2575230.4,265.61,0.241,19,
1565,771237.6,2575032.1,0.00,5.941,20,
1566,771236.0,2575033.9,14.69,6.164,20,
1567,771234.1,2575036.0,18.48,6.610,20,
1568,771232.0,2575038.3,21.80,6.699,20,
1569,771230.5,2575040.0,22.52,4.953,20,
1570,771228.0,2575042.7,24.63,4.063,20,
1571,771226.8,2575044.0,26.46,2.561,20,
1572,771224.0,2575047.1,29.57,1.469,20,
1573,771223.2,2575048.0,33.02,0.500,20,
1574,771220.0,2575051.5,37.63,-2.861,20,
1575,771219.6,2575052.0,38.09,-3.003,20,
1576,771216.0,2575055.9,43.03,-4.339,20,
1577,771215.9,2575056.0,44.04,-4.659,20,
1578,771212.3,2575060.0,48.43,-5.916,20,
1579,771204.0,2575069.2,49.99,-6.257,20,
1580,771201.4,2575072.0,53.83,-6.845,20,
1581,771200.0,2575073.6,55.94,-7.063,20,
1582,771197.8,2575076.0,59.24,-7.186,20,
1583,771196.0,2575078.0,61.90,-7.100,20,
1584,771194.2,2575080.0,64.64,-6.899,20,
1585,771192.0,2575082.4,67.85,-7.181,20,
1586,771190.5,2575084.0,70.04,-7.893,20,
1587,771188.0,2575086.8,73.80,-9.147,20,
1588,771186.9,2575088.0,75.44,-9.745,20,
1589,771184.0,2575091.2,79.75,-11.171,20,
1590,771183.3,2575092.0,80.85,-11.483,20,
1591,771180.0,2575095.6,85.70,-12.813,20,
1592,771179.6,2575096.0,86.25,-12.967,20,
1593,771176.0,2575100.0,91.65,-14.359,20,
1594,771176.0,2575100.0,91.65,-14.359,20,
1595,771172.4,2575104.0,97.05,-15.320,20,
1596,771172.0,2575104.4,97.60,-15.397,20,
1597,771168.7,2575108.0,102.46,-15.957,20,
1598,771168.0,2575108.8,103.55,-16.018,20,
1599,771165.1,2575112.0,107.86,-16.239,20,
1600,771164.0,2575113.2,109.51,-16.235,20,
1601,771161.5,2575116.0,113.26,-16.121,20,
1602,771160.0,2575117.6,115.46,-15.962,20,
1603,771157.8,2575120.0,118.66,-15.563,20,
1604,771156.0,2575122.0,121.41,-15.027,20,
1605,771154.2,2575124.0,124.06,-14.440,20,
1606,771152.0,2575126.4,127.36,-13.494,20,
1607,771150.6,2575128.0,129.47,-12.788,20,
1608,771148.0,2575130.8,133.31,-11.554,20,
1609,771147.0,2575132.0,134.87,-11.107,20,
1610,771144.0,2575135.3,139.26,-10.128,20,
1611,771143.3,2575136.0,140.27,-9.949,20,
1612,771140.0,2575139.7,145.21,-9.134,20,
1613,771139.7,2575140.0,145.67,-9.061,20,
1614,771136.1,2575144.0,151.08,-8.576,20,
1615,771136.0,2575144.1,151.16,-8.568,20,
1616,771132.4,2575148.0,156.48,-8.212,20,
1617,771132.0,2575148.5,157.11,-8.182,20,
1618,771128.8,2575152.0,161.88,-7.977,20,
1619,771128.0,2575152.9,163.07,-7.937,20,
1620,771125.2,2575156.0,167.28,-7.840,20,
1621,771124.0,2575157.3,169.02,-7.867,20,
1622,771121.5,2575160.0,172.68,-7.826,20,
1623,771120.0,2575161.7,174.97,-7.692,20,
1624,771117.9,2575164.0,178.09,-7.471,20,
1625,771116.0,2575166.1,180.92,-7.219,20,
1626,771114.3,2575168.0,183.49,-6.993,20,
1627,771112.0,2575170.5,186.87,-6.603,20,
1628,771110.6,2575172.0,188.89,-6.362,20,
1629,771108.0,2575174.9,192.82,-5.794,20,
1630,771107.0,2575176.0,194.29,-5.583,20,
1631,771104.0,2575179.3,198.77,-4.911,20,
1632,771103.4,2575180.0,199.70,-4.772,20,
1633,771100.0,2575183.7,204.72,-4.090,20,
1634,771099.7,2575184.0,205.10,-4.038,20,
1635,771096.1,2575188.0,210.50,-3.294,20,
1636,771096.0,2575188.1,210.68,-3.272,20,
1637,771092.5,2575192.0,215.90,-2.645,20,
1638,771092.0,2575192.5,216.63,-2.571,20,
1639,771088.9,2575196.0,221.31,-2.087,20,
1640,771088.0,2575196.9,222.58,-1.962,20,
1641,771085.2,2575200.0,226.71,-1.590,20,
1642,771084.0,2575201.3,228.53,-1.464,20,
1643,771081.6,2575204.0,232.11,-1.221,20,
1644,771080.0,2575205.8,234.48,-1.067,20,
1645,771078.0,2575208.0,237.51,-0.894,20,
1646,771076.0,2575210.2,240.43,-0.753,20,
1647,771074.3,2575212.0,242.91,-0.663,20,
1648,771072.0,2575214.6,246.38,-0.601,20,
1649,771070.7,2575216.0,248.32,-0.545,20,
1650,771068.0,2575219.0,252.33,-0.329,20,
1651,771067.1,2575220.0,253.72,-0.256,20,
1652,771064.0,2575223.4,258.28,-0.028,20,
1653,771063.4,2575224.0,259.12,-0.002,20,
1654,771060.0,2575227.8,264.24,0.236,20,
1655,771059.8,2575228.0,264.52,0.254,20,
1656,771059.7,2575228.1,264.70,0.264,20,
1657,771224.8,2575019.9,0.00,6.164,21,
1658,771224.7,2575020.0,21.37,6.387,21,
1659,771224.0,2575020.9,25.16,6.833,21,
1660,771221.5,2575024.0,28.48,6.922,21,
1661,771220.0,2575025.8,29.20,5.176,21,
1662,771218.2,2575028.0,31.30,4.286,21,
1663,771216.0,2575030.6,33.14,2.784,21,
1664,771214.9,2575032.0,36.25,1.692,21,
1665,771212.0,2575035.5,39.69,0.723,21,
1666,771211.6,2575036.0,41.56,-0.800,21,
1667,771208.3,2575040.0,45.47,-1.898,21,
1668,771208.0,2575040.4,46.74,-2.399,21,
1669,771205.0,2575044.0,51.77,-4.290,21,
1670,771204.0,2575045.3,51.91,-4.318,21,
1671,771188.6,2575064.0,57.09,-4.968,21,
1672,771188.0,2575064.8,58.08,-4.966,21,
1673,771185.3,2575068.0,62.26,-5.743,21,
1674,771184.0,2575069.6,64.38,-6.626,21,
1675,771182.1,2575072.0,67.43,-7.787,21,
1676,771180.0,2575074.5,70.69,-8.809,21,
1677,771178.8,2575076.0,72.61,-9.376,21,
1678,771176.0,2575079.4,76.99,-10.620,21,
1679,771175.5,2575080.0,77.78,-10.877,21,
1680,771172.2,2575084.0,82.96,-12.250,21,
1681,771172.0,2575084.3,83.30,-12.333,21,
1682,771168.9,2575088.0,88.13,-13.509,21,
1683,771168.0,2575089.1,89.61,-13.856,21,
1684,771165.7,2575092.0,93.31,-14.676,21,
1685,771164.0,2575094.0,95.91,-15.172,21,
1686,771162.4,2575096.0,98.48,-15.568,21,
1687,771160.0,2575098.9,102.22,-16.025,21,
1688,771159.1,2575100.0,103.66,-16.132,21,
1689,771156.0,2575103.8,108.52,-16.421,21,
1690,771155.8,2575104.0,108.83,-16.442,21,
1691,771152.5,2575108.0,114.00,-16.694,21,
1692,771152.0,2575108.6,114.83,-16.677,21,
1693,771149.2,2575112.0,119.18,-16.474,21,
1694,771148.0,2575113.5,121.13,-16.185,21,
1695,771146.0,2575116.0,124.35,-15.514,21,
1696,771144.0,2575118.4,127.44,-14.714,21,
1697,771142.7,2575120.0,129.53,-14.136,21,
1698,771140.0,2575123.3,133.74,-12.903,21,
1699,771139.4,2575124.0,134.70,-12.635,21,
1700,771136.1,2575128.0,139.88,-11.225,21,
1701,771136.0,2575128.1,140.05,-11.184,21,
1702,771132.8,2575132.0,145.05,-9.982,21,
1703,771132.0,2575133.0,146.35,-9.707,21,
1704,771129.5,2575136.0,150.23,-8.937,21,
1705,771128.0,2575137.9,152.66,-8.581,21,
1706,771126.3,2575140.0,155.40,-8.201,21,
1707,771124.0,2575142.8,158.97,-7.942,21,
1708,771123.0,2575144.0,160.57,-7.836,21,
1709,771120.0,2575147.6,165.27,-7.765,21,
1710,771119.7,2575148.0,165.75,-7.737,21,
1711,771116.4,2575152.0,170.92,-7.478,21,
1712,771116.0,2575152.5,171.58,-7.449,21,
1713,771113.1,2575156.0,176.10,-7.167,21,
1714,771112.0,2575157.4,177.88,-7.069,21,
1715,771109.8,2575160.0,181.27,-6.867,21,
1716,771108.0,2575162.3,184.19,-6.656,21,
1717,771106.6,2575164.0,186.45,-6.487,21,
1718,771104.0,2575167.1,190.49,-6.109,21,
1719,771103.3,2575168.0,191.62,-5.995,21,
1720,771100.0,2575172.0,196.80,-5.406,21,
1721,771100.0,2575172.0,196.80,-5.405,21,
1722,771096.7,2575176.0,201.97,-4.746,21,
1723,771096.0,2575176.9,203.10,-4.588,21,
1724,771093.4,2575180.0,207.14,-4.047,21,
1725,771092.0,2575181.8,209.41,-3.722,21,
1726,771090.2,2575184.0,212.32,-3.300,21,
1727,771088.0,2575186.6,215.72,-2.882,21,
1728,771086.9,2575188.0,217.49,-2.701,21,
1729,771084.0,2575191.5,222.02,-2.228,21,
1730,771083.6,2575192.0,222.67,-2.160,21,
1731,771080.3,2575196.0,227.84,-1.656,21,
1732,771080.0,2575196.4,228.33,-1.614,21,
1733,771077.0,2575200.0,233.02,-1.256,21,
1734,771076.0,2575201.2,234.63,-1.151,21,
1735,771073.7,2575204.0,238.19,-0.951,21,
1736,771072.0,2575206.1,240.94,-0.820,21,
1737,771070.5,2575208.0,243.37,-0.693,21,
1738,771068.0,2575211.0,247.24,-0.548,21,
1739,771067.2,2575212.0,248.54,-0.499,21,
1740,771064.0,2575215.9,253.55,-0.303,21,
1741,771063.9,2575216.0,253.71,-0.294,21,
1742,771060.6,2575220.0,258.89,-0.035,21,
1743,771060.0,2575220.7,259.85,-0.006,21,
1744,771057.3,2575224.0,264.06,0.181,21,
1745,771056.6,2575224.9,265.29,0.257,21,
1746,771208.4,2575008.0,0.00,5.941,22,
1747,771208.0,2575008.5,28.69,6.164,22,
1748,771205.4,2575012.0,32.48,6.610,22,
1749,771204.0,2575013.9,35.80,6.699,22,
1750,771202.5,2575016.0,36.52,4.953,22,
1751,771200.0,2575019.4,38.63,4.063,22,
1752,771199.5,2575020.0,40.46,2.561,22,
1753,771196.6,2575024.0,43.57,0.469,22,
1754,771196.0,2575024.8,47.02,0.127,22,
1755,771193.6,2575028.0,49.66,-2.613,22,
1756,771192.0,2575030.2,54.51,-4.505,22,
1757,771190.7,2575032.0,54.63,-4.550,22,
1758,771188.0,2575035.6,59.60,-5.757,22,
1759,771187.7,2575036.0,61.25,-6.174,22,
1760,771184.8,2575040.0,64.57,-7.061,22,
1761,771168.0,2575062.7,67.99,-8.084,22,
1762,771167.1,2575064.0,69.54,-8.471,22,
1763,771164.1,2575068.0,74.51,-9.702,22,
1764,771164.0,2575068.2,74.73,-9.765,22,
1765,771161.2,2575072.0,79.48,-11.172,22,
1766,771160.0,2575073.6,81.46,-11.749,22,
1767,771158.2,2575076.0,84.45,-12.597,22,
1768,771156.0,2575079.0,88.20,-13.681,22,
1769,771155.3,2575080.0,89.42,-14.000,22,
1770,771152.3,2575084.0,94.39,-15.231,22,
1771,771152.0,2575084.4,94.94,-15.357,22,
1772,771149.4,2575088.0,99.36,-16.231,22,
1773,771148.0,2575089.9,101.68,-16.539,22,
1774,771146.4,2575092.0,104.33,-16.832,22,
1775,771144.0,2575095.3,108.42,-17.052,22,
1776,771143.5,2575096.0,109.30,-17.061,22,
1777,771140.5,2575100.0,114.27,-16.618,22,
1778,771140.0,2575100.7,115.16,-16.547,22,
1779,771137.6,2575104.0,119.24,-16.038,22,
1780,771136.0,2575106.1,121.90,-15.706,22,
1781,771134.6,2575108.0,124.21,-15.446,22,
1782,771132.0,2575111.6,128.64,-14.782,22,
1783,771131.7,2575112.0,129.18,-14.702,22,
1784,771128.7,2575116.0,134.15,-13.819,22,
1785,771128.0,2575117.0,135.38,-13.534,22,
1786,771125.8,2575120.0,139.12,-12.748,22,
1787,771124.0,2575122.4,142.12,-11.996,22,
1788,771122.8,2575124.0,144.09,-11.488,22,
1789,771120.0,2575127.8,148.86,-10.446,22,
1790,771119.9,2575128.0,149.06,-10.411,22,
1791,771116.9,2575132.0,154.03,-9.561,22,
1792,771116.0,2575133.3,155.60,-9.320,22,
1793,771114.0,2575136.0,159.00,-8.792,22,
1794,771112.0,2575138.7,162.34,-8.360,22,
1795,771111.0,2575140.0,163.97,-8.119,22,
1796,771108.1,2575144.0,168.94,-7.406,22,
1797,771108.0,2575144.1,169.08,-7.386,22,
1798,771105.1,2575148.0,173.91,-6.650,22,
1799,771104.0,2575149.5,175.82,-6.476,22,
1800,771102.2,2575152.0,178.88,-6.237,22,
1801,771100.0,2575155.0,182.56,-5.998,22,
1802,771099.2,2575156.0,183.85,-5.845,22,
1803,771096.3,2575160.0,188.83,-5.404,22,
1804,771096.0,2575160.4,189.29,-5.359,22,
1805,771093.3,2575164.0,193.80,-4.931,22,
1806,771092.0,2575165.8,196.03,-4.713,22,
1807,771090.4,2575168.0,198.77,-4.464,22,
1808,771088.0,2575171.2,202.77,-4.056,22,
1809,771087.4,2575172.0,203.74,-3.961,22,
1810,771084.5,2575176.0,208.71,-3.431,22,
1811,771084.0,2575176.6,209.51,-3.338,22,
1812,771081.5,2575180.0,213.68,-2.944,22,
1813,771080.0,2575182.1,216.25,-2.756,22,
1814,771078.6,2575184.0,218.65,-2.572,22,
1815,771076.0,2575187.5,222.99,-2.117,22,
1816,771075.6,2575188.0,223.62,-2.054,22,
1817,771072.7,2575192.0,228.59,-1.541,22,
1818,771072.0,2575192.9,229.73,-1.461,22,
1819,771069.7,2575196.0,233.56,-1.282,22,
1820,771068.0,2575198.3,236.47,-1.104,22,
1821,771066.8,2575200.0,238.53,-0.970,22,
1822,771064.0,2575203.8,243.21,-0.706,22,
1823,771063.8,2575204.0,243.50,-0.692,22,
1824,771060.9,2575208.0,248.47,-0.464,22,
1825,771060.0,2575209.2,249.95,-0.402,22,
1826,771057.9,2575212.0,253.44,-0.241,22,
1827,771056.0,2575214.6,256.69,-0.064,22,
1828,771055.0,2575216.0,258.41,0.005,22,
1829,771052.7,2575219.0,262.17,0.158,22,
1830,771192.7,2574997.0,0.00,7.303,23,
1831,771192.0,2574998.1,1.27,7.421,23,
1832,771190.7,2575000.0,3.56,6.927,23,
1833,771188.0,2575004.0,8.38,5.950,23,
1834,771188.0,2575004.1,8.46,5.958,23,
1835,771185.4,2575008.0,13.19,4.657,23,
1836,771184.0,2575010.0,15.65,4.081,23,
1837,771182.7,2575012.0,18.00,2.681,23,
1838,771180.0,2575016.0,22.82,2.016,23,
1839,771180.0,2575016.0,22.85,1.444,23,
1840,771177.3,2575020.0,27.63,0.901,23,
1841,771176.0,2575022.0,30.04,-0.434,23,
1842,771174.7,2575024.0,32.44,-1.031,23,
1843,771172.0,2575028.0,37.23,-2.062,23,
1844,771172.0,2575028.0,37.26,-2.067,23,
1845,771169.3,2575032.0,42.07,-2.812,23,
1846,771168.0,2575034.0,44.42,-3.249,23,
1847,771166.6,2575036.0,46.88,-3.631,23,
1848,771164.0,2575039.9,51.61,-4.227,23,
1849,771164.0,2575040.0,51.70,-4.235,23,
1850,771161.3,2575044.0,56.51,-4.903,23,
1851,771160.0,2575045.9,58.80,-5.249,23,
1852,771158.6,2575048.0,61.32,-5.599,23,
1853,771156.0,2575051.9,66.00,-6.619,23,
1854,771155.9,2575052.0,66.14,-6.672,23,
1855,771153.2,2575056.0,70.95,-8.338,23,
1856,771152.0,2575057.9,73.19,-8.815,23,
1857,771150.6,2575060.0,75.76,-8.936,23,
1858,771148.0,2575063.8,80.38,-9.861,23,
1859,771147.9,2575064.0,80.58,-9.943,23,
1860,771145.2,2575068.0,85.39,-11.296,23,
1861,771144.0,2575069.8,87.57,-11.745,23,
1862,771142.5,2575072.0,90.20,-12.173,23,
1863,771140.0,2575075.8,94.76,-13.056,23,
1864,771139.9,2575076.0,95.01,-13.102,23,
1865,771137.2,2575080.0,99.83,-14.049,23,
1866,771136.0,2575081.8,101.96,-14.411,23,
1867,771134.5,2575084.0,104.64,-14.938,23,
1868,771132.0,2575087.7,109.15,-15.329,23,
1869,771131.8,2575088.0,109.45,-15.354,23,
1870,771129.2,2575092.0,114.27,-15.401,23,
1871,771128.0,2575093.7,116.34,-15.271,23,
1872,771126.5,2575096.0,119.08,-15.091,23,
1873,771124.0,2575099.7,123.53,-14.640,23,
1874,771123.8,2575100.0,123.89,-14.605,23,
1875,771121.1,2575104.0,128.71,-14.002,23,
1876,771120.0,2575105.7,130.72,-13.706,23,
1877,771118.4,2575108.0,133.52,-13.300,23,
1878,771116.0,2575111.7,137.91,-12.517,23,
1879,771115.8,2575112.0,138.33,-12.449,23,
1880,771113.1,2575116.0,143.15,-11.777,23,
1881,771112.0,2575117.6,145.11,-11.507,23,
1882,771110.4,2575120.0,147.96,-11.163,23,
1883,771108.0,2575123.6,152.30,-10.564,23,
1884,771107.7,2575124.0,152.77,-10.500,23,
1885,771105.1,2575128.0,157.59,-9.787,23,
1886,771104.0,2575129.6,159.49,-9.448,23,
1887,771102.4,2575132.0,162.40,-8.970,23,
1888,771100.0,2575135.6,166.68,-8.272,23,
1889,771099.7,2575136.0,167.21,-8.177,23,
1890,771097.0,2575140.0,172.03,-7.372,23,
1891,771096.0,2575141.5,173.87,-7.091,23,
1892,771094.4,2575144.0,176.84,-6.603,23,
1893,771092.0,2575147.5,181.06,-6.058,23,
1894,771091.7,2575148.0,181.65,-5.977,23,
1895,771089.0,2575152.0,186.47,-5.335,23,
1896,771088.0,2575153.5,188.26,-5.093,23,
1897,771086.3,2575156.0,191.28,-4.734,23,
1898,771084.0,2575159.5,195.45,-4.351,23,
1899,771083.6,2575160.0,196.09,-4.282,23,
1900,771081.0,2575164.0,200.90,-3.787,23,
1901,771080.0,2575165.4,202.64,-3.637,23,
1902,771078.3,2575168.0,205.72,-3.366,23,
1903,771076.0,2575171.4,209.83,-3.000,23,
1904,771075.6,2575172.0,210.53,-2.943,23,
1905,771072.9,2575176.0,215.34,-2.515,23,
1906,771072.0,2575177.4,217.02,-2.372,23,
1907,771070.3,2575180.0,220.16,-2.096,23,
1908,771068.0,2575183.4,224.22,-1.764,23,
1909,771067.6,2575184.0,224.97,-1.710,23,
1910,771064.9,2575188.0,229.78,-1.399,23,
1911,771064.0,2575189.3,231.41,-1.313,23,
1912,771062.2,2575192.0,234.60,-1.111,23,
1913,771060.0,2575195.3,238.60,-0.851,23,
1914,771059.5,2575196.0,239.41,-0.814,23,
1915,771056.9,2575200.0,244.22,-0.702,23,
1916,771056.0,2575201.3,245.79,-0.630,23,
1917,771054.2,2575204.0,249.04,-0.477,23,
1918,771052.0,2575207.3,252.98,-0.266,23,
1919,771051.5,2575208.0,253.85,-0.214,23,
1920,771048.8,2575212.0,258.66,-0.057,23,
1921,771048.0,2575213.3,260.17,0.020,23,
1922,771047.3,2575214.4,261.52,0.086,23,
1923,771175.4,2574986.0,0.00,6.071,24,
1924,771174.2,2574988.0,8.80,6.094,24,
1925,771172.0,2574991.6,11.01,6.019,24,
1926,771171.7,2574992.0,15.76,6.118,24,
1927,771169.3,2574996.0,15.98,6.119,24,
1928,771168.0,2574998.1,16.35,4.565,24,
1929,771166.8,2575000.0,17.75,3.462,24,
1930,771164.4,2575004.0,19.96,2.254,24,
1931,771164.0,2575004.6,22.10,1.447,24,
1932,771161.9,2575008.0,24.74,0.581,24,
1933,771160.0,2575011.2,29.45,0.379,24,
1934,771159.5,2575012.0,30.43,0.064,24,
1935,771157.0,2575016.0,35.12,-0.867,24,
1936,771156.0,2575017.7,37.11,-1.215,24,
1937,771154.6,2575020.0,39.81,-1.715,24,
1938,771152.1,2575024.0,44.50,-1.742,24,
1939,771152.0,2575024.2,44.78,-1.762,24,
1940,771149.7,2575028.0,49.19,-3.450,24,
1941,771148.0,2575030.8,52.44,-3.102,24,
1942,771147.3,2575032.0,53.88,-3.293,24,
1943,771144.8,2575036.0,58.57,-4.440,24,
1944,771144.0,2575037.3,60.11,-5.592,24,
1945,771142.4,2575040.0,63.25,-7.515,24,
1946,771140.0,2575043.9,67.77,-9.573,24,
1947,771139.9,2575044.0,67.94,-9.613,24,
1948,771137.5,2575048.0,72.63,-11.069,24,
1949,771136.0,2575050.4,75.43,-11.547,24,
1950,771135.0,2575052.0,77.32,-11.686,24,
1951,771132.6,2575056.0,82.01,-12.434,24,
1952,771132.0,2575056.9,83.10,-12.556,24,
1953,771130.1,2575060.0,86.70,-12.899,24,
1954,771128.0,2575063.5,90.76,-13.142,24,
1955,771127.7,2575064.0,91.39,-13.186,24,
1956,771125.2,2575068.0,96.08,-13.549,24,
1957,771124.0,2575070.0,98.43,-13.843,24,
1958,771122.8,2575072.0,100.77,-14.057,24,
1959,771120.3,2575076.0,105.46,-14.818,24,
1960,771120.0,2575076.5,106.09,-14.889,24,
1961,771117.9,2575080.0,110.15,-15.075,24,
1962,771116.0,2575083.1,113.76,-14.825,24,
1963,771115.4,2575084.0,114.84,-14.784,24,
1964,771113.0,2575088.0,119.53,-14.839,24,
1965,771112.0,2575089.6,121.42,-14.750,24,
1966,771110.5,2575092.0,124.22,-14.615,24,
1967,771108.1,2575096.0,128.91,-14.242,24,
1968,771108.0,2575096.2,129.08,-14.222,24,
1969,771105.6,2575100.0,133.59,-13.725,24,
1970,771104.0,2575102.7,136.75,-13.333,24,
1971,771103.2,2575104.0,138.28,-13.153,24,
1972,771100.8,2575108.0,142.97,-12.547,24,
1973,771100.0,2575109.2,144.41,-12.352,24,
1974,771098.3,2575112.0,147.66,-11.888,24,
1975,771096.0,2575115.8,152.08,-11.217,24,
1976,771095.9,2575116.0,152.35,-11.175,24,
1977,771093.4,2575120.0,157.04,-10.405,24,
1978,771092.0,2575122.3,159.74,-9.929,24,
